# XDI/1.0 Athena/0.9.24
# Element.edge:                  K
# Element.symbol:                N
# Column.1:                      energy eV
# Column.2:                      norm
# Column.3:                      nbkg
# Column.4:                      flat
# Column.5:                      fbkg
# Column.6:                      nder
# Column.7:                      nsec
# Athena.e0:                     400
# Athena.eshift:                 0
# Athena.rbkg:                   1.0
# Athena.importance:             1
# Athena.standard:               None
# Athena.bkg_kweight:            2
# Athena.edge_step:              0.0002820
# Athena.fixed_step:             no
# Athena.pre_edge_range:         -20.206 -1.606
# Athena.pre_edge_line:          0.002421 - 4.14502e-006 * E
# Athena.normalization_range:    19.827 50.632
# Athena.post_edge_polynomial:   0.003208 - 5.40903e-006 * E + 0 * E^2 + 0 * E^3
# Athena.spline_range_energy:    0.000 185.624
# Athena.clamps:                 0 24
# Athena.spline_range_k:         0.000 6.980
# Athena.kweight:                2
# Athena.window:                 hanning
# Athena.phase_correction:       no
# Athena.k_range:                3.000 4.980
# Athena.dk:                     1
# Athena.r_range:                1 3
# Athena.dr:                     0.0
# Athena.window:                 hanning
# Athena.plot_multiplier:        1
# Athena.y_offset:               0
# ///
#------------------------
#   e         norm        nbkg        flat        fbkg        nder        nsec
  412.01172        1.5081409        1.3422059        1.5619405        1.3961264      -0.21526395       0.31882067
  412.09951        1.4802766        1.3371212        1.5344719        1.3914352       0.17435111        2.5849278
  412.19629        1.5403210        1.3315537        1.5949452        1.3863015       0.26183721       -1.9483821
  412.29170        1.5305985        1.3261046        1.5856512        1.3812801      -0.20010357       -2.6458227
  412.41230        1.4970955        1.3192729        1.5526915        1.3749889      -0.30970177        1.8838292
  412.52490        1.4583751        1.3129513        1.5144789        1.3691720       0.23921125       0.87300463
  412.65117        1.5542352        1.3059267        1.6108973        1.3627134      -0.10116960       -2.5879930
  412.75332        1.4352661        1.3002937        1.4923956        1.3575383      -0.35193293       0.71057535E-01
  412.88535        1.4718196        1.2930785        1.5295380        1.3509149      -0.84529365E-01  -0.19179712
  412.98438        1.4157352        1.2877154        1.4739019        1.3459957      -0.39624856       0.55396145
  413.09844        1.3873847        1.2815889        1.4460649        1.3403805       0.33512010E-01    1.7721269
  413.19834        1.4229056        1.2762678        1.4820308        1.3355071      -0.17075781E-01    1.8396944
  413.30859        1.3837961        1.2704436        1.4434186        1.3301771       0.42013519      -0.88552650
  413.40088        1.5079994        1.2656074        1.5680256        1.3257545      -0.19642952       -6.0230660
  413.50898        1.3444334        1.2599869        1.4049573        1.3206186      -0.78683122        4.2871290
  413.59443        1.3557045        1.2555784        1.4166105        1.3165931       0.63336444        3.5928033
  413.69307        1.4610244        1.2505269        1.5223641        1.3119838      -0.12546080       -8.1822071
  413.77178        1.3334548        1.2465243        1.3951575        1.3083340      -0.81769845      -0.43718939
  413.86504        1.3204026        1.2418144        1.3825244        1.3040421      -0.20064544        4.7411945
  413.94600        1.2984986        1.2377545        1.3609850        1.3003451       0.83067694E-02    5.1164303
  414.04033        1.3218587        1.2330572        1.3847661        1.2960706       0.69622847        1.2228984
  414.12676        1.4243501        1.2287851        1.4876366        1.2921859       0.22935996       -8.7160254
  414.22920        1.3651773        1.2237602        1.4289278        1.2876202      -0.94994284       -2.3169079
