# XDI/1.0 Athena/0.9.24
# Element.edge:                  K
# Element.symbol:                C
# Column.1:                      energy eV
# Column.2:                      norm
# Column.3:                      nbkg
# Column.4:                      flat
# Column.5:                      fbkg
# Column.6:                      nder
# Column.7:                      nsec
# Athena.e0:                     285.910
# Athena.eshift:                 0
# Athena.rbkg:                   1.0
# Athena.importance:             1
# Athena.standard:               None
# Athena.bkg_kweight:            2
# Athena.edge_step:              12141.2629102
# Athena.fixed_step:             no
# Athena.pre_edge_range:         -8.364 -1.857
# Athena.pre_edge_line:          7714.253195 - 19.6686 * E
# Athena.normalization_range:    18.789 37.283
# Athena.post_edge_polynomial:   71811.074595 - 201.389 * E + 0 * E^2 + 0 * E^3
# Athena.spline_range_energy:    0.000 38.795
# Athena.clamps:                 0 24
# Athena.spline_range_k:         0.000 3.191
# Athena.kweight:                2
# Athena.window:                 hanning
# Athena.phase_correction:       no
# Athena.k_range:                1.191 3.000
# Athena.dk:                     1
# Athena.r_range:                1 3
# Athena.dr:                     0.0
# Athena.window:                 hanning
# Athena.plot_multiplier:        1
# Athena.y_offset:               0
# ///
#------------------------
#   e         norm        flat        fbkg        nder        nsec
  295.28380       0.87211681        1.0124158      -0.16721802E-01   0.64902901E-01  -0.48015944
  295.35070       0.86772730        1.0090276      -0.15612124E-01  -0.74704996E-01  -0.46428480
  295.41760       0.86212128        1.0044229      -0.14502446E-01   0.27815958E-02    1.2572602
  295.49180       0.86811979        1.0115319      -0.13271681E-01   0.10269441       0.69477686
  295.62370       0.88328660        1.0286729      -0.11083840E-01   0.14597511       0.27650349E-01
  295.75560       0.90662802        1.0539885      -0.88959989E-02   0.10998858      -0.24544853
  295.88750       0.91230159        1.0616362      -0.67081577E-02   0.81225783E-01  -0.60032863E-02
  296.01930       0.92804726        1.0793546      -0.45219753E-02   0.10840551      -0.15596418
  296.15120       0.94088812        1.0941696      -0.23341341E-02   0.40098029E-01  -0.27618094
  296.28310       0.93862512        1.0938808      -0.14629293E-03   0.35548977E-01   0.24369291E-01
  296.41500       0.95026594        1.1074957       0.20415482E-02   0.46526648E-01   0.42304806
  296.54690       0.95089885        1.1101028       0.42293894E-02   0.14714905       0.83810715
  296.67880       0.98908386        1.1502620       0.64172306E-02   0.26761932      -0.18879987
  296.81070        1.0214968        1.1846491       0.86050718E-02   0.97343649E-01  -0.67970084
  296.94260        1.0147631        1.1798896       0.10792913E-01   0.88314233E-01  -0.18115414
  297.07450        1.0447941        1.2118947       0.12980754E-01   0.49555186E-01  -0.27033462
  297.20640        1.0278358        1.1969106       0.15168595E-01   0.16999960E-01   0.27096190
  297.33830        1.0492787        1.2203277       0.17356436E-01   0.12103494       0.23957416
  297.47020        1.0597648        1.2327879       0.19544278E-01   0.80199624E-01  -0.16838364
  297.60210        1.0704354        1.2454327       0.21732119E-01   0.76615333E-01  -0.21887387
  297.73400        1.0799759        1.2569474       0.23919960E-01   0.22460696E-01  -0.38851207
  297.86590        1.0763605        1.2553061       0.26107801E-01  -0.25874152E-01  -0.38303224
  297.99780        1.0731503        1.2540701       0.28295642E-01  -0.78583208E-01  -0.42536782E-01
  298.12970        1.0556302        1.2385242       0.30483484E-01  -0.37095355E-01   0.52806444
  298.26160        1.0633646        1.2482327       0.32671325E-01   0.60720190E-01   0.30129628
  298.39350        1.0716482        1.2584905       0.34859166E-01   0.42386605E-01  -0.46275616
  298.52540        1.0745461        1.2633626       0.37047007E-01  -0.61354884E-01  -0.57283813
  298.65730        1.0554628        1.2462534       0.39234848E-01  -0.10872809       0.18535574
  298.78920        1.0458637        1.2386285       0.41422689E-01  -0.12458039E-01   0.11194014
  298.92110        1.0521764        1.2469153       0.43610531E-01  -0.79198283E-01  -0.40204005
  299.05300        1.0249712        1.2216843       0.45798372E-01  -0.11851620       0.26393162
  299.18490        1.0209118        1.2195991       0.47986213E-01  -0.95731223E-02   0.25674747
  299.31680        1.0224458        1.2231072       0.50174054E-01  -0.50786222E-01  -0.17446708
